"","mso_calc_type","region","season.annual.avg_loss","season.annual.beekeepers","season.annual.colonies","season.annual.exclusive_beekeepers","season.annual.exclusive_colonies","season.annual.operation.backyard","season.annual.operation.commercial","season.annual.operation.sideline","season.annual.total_loss","season.summer.avg_loss","season.summer.beekeepers","season.summer.colonies","season.summer.exclusive_beekeepers","season.summer.exclusive_colonies","season.summer.operation.backyard","season.summer.operation.commercial","season.summer.operation.sideline","season.summer.total_loss","season.winter.avg_loss","season.winter.beekeepers","season.winter.colonies","season.winter.exclusive_beekeepers","season.winter.exclusive_colonies","season.winter.operation.backyard","season.winter.operation.commercial","season.winter.operation.sideline","season.winter.total_loss","state","year"
"1498","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire","2012/13"
"1499","MSO only","North East",    55.25,     6.00, 24049.00,     0.00,     0.00,     4.00,     2.00,     0.00,    39.86,    28.28,     6.00, 24049.00,     0.00,     0.00,     4.00,     2.00,     0.00,    35.09,    37.08,     7.00, 24111.00,     0.00,     0.00,     5.00,     2.00,     0.00,    16.55,"New Jersey","2012/13"
"1500","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico","2012/13"
"1501","MSO only","North East",    43.97,    15.00, 35505.00,     0.00,     0.00,     2.00,     8.00,     5.00,    41.09,    22.02,    17.00, 37205.00,     0.00,     0.00,     2.00,     9.00,     6.00,    32.16,    36.46,    19.00, 39883.00,     0.00,     0.00,     5.00,     9.00,     5.00,    22.97,"New York","2012/13"
"1502","MSO only","South East",    47.43,     9.00,  1176.00,     0.00,     0.00,     7.00,     1.00,     1.00,    51.19,    18.23,     9.00,  1176.00,     0.00,     0.00,     7.00,     1.00,     1.00,    52.47,    33.61,    14.00,   901.00,     0.00,     0.00,    12.00,     1.00,     1.00,    16.54,"North Carolina","2012/13"
"1503","MSO only","Northern Rockies and Plains",    44.92,    31.00,182544.00,     0.00,     0.00,     1.00,    29.00,     1.00,    42.24,    25.71,    33.00,189504.00,     0.00,     0.00,     2.00,    30.00,     1.00,    23.71,    29.11,    35.00,220205.00,     0.00,     0.00,     1.00,    33.00,     1.00,    25.85,"North Dakota","2012/13"
"1504","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ohio","2012/13"
"1505","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma","2012/13"
"1506","MSO only","North West",    29.89,    10.00,  8739.00,     0.00,     0.00,     3.00,     3.00,     4.00,    33.51,     9.41,    11.00, 15639.00,     0.00,     0.00,     3.00,     4.00,     4.00,    17.58,    29.41,    13.00, 29013.00,     0.00,     0.00,     3.00,     5.00,     5.00,    27.00,"Oregon","2012/13"
"1507","MSO only","North East",    44.30,    15.00, 19450.00,     0.00,     0.00,     6.00,     5.00,     4.00,    45.62,    16.68,    15.00, 19450.00,     0.00,     0.00,     6.00,     5.00,     4.00,    37.18,    35.40,    17.00, 19842.00,     0.00,     0.00,     8.00,     5.00,     4.00,    24.50,"Pennsylvania","2012/13"
"1508","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","2012/13"
"1509","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    20.58,     6.00,    82.00,     0.00,     0.00,     6.00,     0.00,     0.00,    31.52,"Rhode Island","2012/13"
"1510","MSO only","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Carolina","2012/13"
"1511","MSO only","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Dakota","2012/13"
"1512","MSO only","Ohio Valley",    48.17,     5.00,   267.00,     0.00,     0.00,     2.00,     0.00,     3.00,    64.35,    13.63,     5.00,   267.00,     0.00,     0.00,     2.00,     0.00,     3.00,    19.59,    41.60,     5.00,   394.00,     0.00,     0.00,     2.00,     0.00,     3.00,    58.59,"Tennessee","2012/13"
"1513","MSO only","South",    47.38,    13.00, 65200.00,     0.00,     0.00,     0.00,    12.00,     1.00,    50.96,    22.68,    15.00, 66540.00,     0.00,     0.00,     1.00,    13.00,     1.00,    24.68,    37.04,    17.00, 79250.00,     0.00,     0.00,     0.00,    15.00,     2.00,    36.64,"Texas","2012/13"
"1514","MSO only","South West",    60.83,     7.00,  9445.00,     0.00,     0.00,     0.00,     4.00,     3.00,    49.36,    15.21,     7.00,  9445.00,     0.00,     0.00,     0.00,     4.00,     3.00,    17.17,    47.23,     8.00, 12185.00,     0.00,     0.00,     1.00,     4.00,     3.00,    39.23,"Utah","2012/13"
"1515","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    43.25,     5.00,  1715.00,     0.00,     0.00,     2.00,     1.00,     2.00,    21.46,"Vermont","2012/13"
"1516","MSO only","South East",    48.59,    11.00, 11790.00,     0.00,     0.00,     8.00,     2.00,     1.00,    47.90,    19.94,    12.00, 11820.00,     0.00,     0.00,     9.00,     2.00,     1.00,    48.82,    38.39,    15.00,  9848.00,     0.00,     0.00,    12.00,     2.00,     1.00,    16.42,"Virginia","2012/13"
"1517","MSO only","North West",    41.24,    11.00, 48307.00,     0.00,     0.00,     2.00,     7.00,     2.00,    43.40,    21.75,    12.00, 49307.00,     0.00,     0.00,     2.00,     8.00,     2.00,    28.76,    26.45,    12.00, 68100.00,     0.00,     0.00,     2.00,     8.00,     2.00,    22.47,"Washington","2012/13"
"1518","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    44.57,     5.00,  1768.00,     0.00,     0.00,     4.00,     1.00,     0.00,    54.19,"West Virginia","2012/13"
"1519","MSO only","Upper Mid West",    49.50,     9.00, 16509.00,     0.00,     0.00,     4.00,     4.00,     1.00,    40.77,    22.87,     9.00, 16509.00,     0.00,     0.00,     4.00,     4.00,     1.00,    38.37,    34.94,    10.00, 15273.00,     0.00,     0.00,     5.00,     4.00,     1.00,    15.64,"Wisconsin","2012/13"
"1520","MSO only","Northern Rockies and Plains",    52.69,     6.00, 13272.00,     0.00,     0.00,     1.00,     4.00,     1.00,    46.61,    13.88,     6.00, 13272.00,     0.00,     0.00,     1.00,     4.00,     1.00,    15.70,    46.61,     8.00, 16161.00,     0.00,     0.00,     1.00,     5.00,     2.00,    37.68,"Wyoming","2012/13"
"1521","MSO only","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama","2013/14"
"1522","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska","2013/14"
"1523","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona","2013/14"
"1524","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,    10.77,     5.00,  6275.00,     0.00,     0.00,     1.00,     2.00,     2.00,    16.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkansas","2013/14"
"1525","MSO only","West",    32.38,    87.00,275771.00,     0.00,     0.00,     5.00,    63.00,    19.00,    31.51,    17.85,    88.00,278171.00,     0.00,     0.00,     5.00,    64.00,    19.00,    17.52,    20.40,    94.00,357651.00,     0.00,     0.00,     5.00,    69.00,    20.00,    20.72,"California","2013/14"
"1526","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    23.20,     5.00, 68132.00,     0.00,     0.00,     3.00,     1.00,     1.00,    17.67,"Colorado","2013/14"
"1527","MSO only","North East",    52.36,     6.00,  1058.00,     0.00,     0.00,     5.00,     0.00,     1.00,    93.31,    31.29,     6.00,  1058.00,     0.00,     0.00,     5.00,     0.00,     1.00,    89.72,    24.71,     7.00,   259.00,     0.00,     0.00,     5.00,     0.00,     2.00,    20.99,"Connecticut","2013/14"
"1528","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia","2013/14"
"1529","MSO only","North East",    41.69,     5.00, 12034.00,     0.00,     0.00,     4.00,     1.00,     0.00,    42.85,    13.33,     5.00, 12034.00,     0.00,     0.00,     4.00,     1.00,     0.00,    33.22,    40.33,     6.00, 10087.00,     0.00,     0.00,     5.00,     1.00,     0.00,    25.12,"Delaware","2013/14"
"1530","MSO only","South East",    35.85,    29.00, 47008.00,     0.00,     0.00,     4.00,    17.00,     8.00,    35.87,    21.55,    30.00, 49408.00,     0.00,     0.00,     4.00,    18.00,     8.00,    24.06,    23.15,    30.00, 48037.00,     0.00,     0.00,     4.00,    17.00,     9.00,    20.33,"Florida","2013/14"
"1531","MSO only","South East",    50.51,    12.00,  8727.00,     0.00,     0.00,     5.00,     6.00,     1.00,    46.21,    27.69,    14.00, 13727.00,     0.00,     0.00,     5.00,     8.00,     1.00,    28.33,    31.94,    13.00, 10824.00,     0.00,     0.00,     5.00,     6.00,     2.00,    26.50,"Georgia","2013/14"
"1532","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii","2013/14"
"1533","MSO only","North West",    26.03,    15.00, 75524.00,     0.00,     0.00,     0.00,    14.00,     1.00,    28.69,    14.52,    15.00, 75524.00,     0.00,     0.00,     0.00,    14.00,     1.00,    17.55,    14.01,    16.00, 88392.00,     0.00,     0.00,     0.00,    15.00,     1.00,    13.41,"Idaho","2013/14"
"1534","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    76.54,     6.00,  1280.00,     0.00,     0.00,     5.00,     1.00,     0.00,    59.88,"Illinois","2013/14"
"1535","MSO only","Ohio Valley",    54.85,     7.00,  1663.00,     0.00,     0.00,     6.00,     1.00,     0.00,    18.40,    10.99,     7.00,  1663.00,     0.00,     0.00,     6.00,     1.00,     0.00,    14.04,    48.50,     7.00,  1892.00,     0.00,     0.00,     6.00,     1.00,     0.00,     7.86,"Indiana","2013/14"
"1536","MSO only","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iowa","2013/14"
"1537","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas","2013/14"
"1538","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky","2013/14"
"1539","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana","2013/14"
"1540","MSO only","North East",    48.86,     6.00, 26539.00,     0.00,     0.00,     2.00,     4.00,     0.00,    41.22,    22.83,     6.00, 26539.00,     0.00,     0.00,     2.00,     4.00,     0.00,    23.46,    39.05,     6.00, 28046.00,     0.00,     0.00,     2.00,     4.00,     0.00,    26.68,"Maine","2013/14"
"1541","MSO only","North East",    46.60,    12.00, 12168.00,     0.00,     0.00,    10.00,     1.00,     1.00,    43.52,    14.36,    12.00, 12168.00,     0.00,     0.00,    10.00,     1.00,     1.00,    33.58,    41.72,    13.00, 10285.00,     0.00,     0.00,    11.00,     1.00,     1.00,    25.53,"Maryland","2013/14"
"1542","MSO only","North East",    25.01,     7.00,  6103.00,     0.00,     0.00,     5.00,     1.00,     1.00,    22.28,     3.83,     7.00,  6103.00,     0.00,     0.00,     5.00,     1.00,     1.00,     0.02,    24.96,     9.00,  8577.00,     0.00,     0.00,     6.00,     1.00,     2.00,    22.89,"Massachusetts","2013/14"
"1543","MSO only","Upper Mid West",    46.92,    12.00, 17572.00,     0.00,     0.00,     3.00,     7.00,     2.00,    37.88,    26.11,    13.00, 20172.00,     0.00,     0.00,     3.00,     8.00,     2.00,    20.38,    32.68,    14.00, 19694.00,     0.00,     0.00,     4.00,     7.00,     3.00,    23.54,"Michigan","2013/14"
"1544","MSO only","Upper Mid West",    36.42,    13.00, 67970.00,     0.00,     0.00,     1.00,     9.00,     3.00,    29.38,    22.45,    13.00, 67970.00,     0.00,     0.00,     1.00,     9.00,     3.00,    14.23,    26.02,    14.00, 95018.00,     0.00,     0.00,     1.00,    10.00,     3.00,    20.64,"Minnesota","2013/14"
"1545","MSO only","South",    43.09,     8.00, 70405.00,     0.00,     0.00,     0.00,     6.00,     2.00,    37.93,    35.56,     8.00, 70405.00,     0.00,     0.00,     0.00,     6.00,     2.00,    25.27,    25.01,     8.00, 85419.00,     0.00,     0.00,     0.00,     6.00,     2.00,    20.96,"Mississippi","2013/14"
"1546","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missouri","2013/14"
"1547","MSO only","Northern Rockies and Plains",    26.45,     7.00, 25740.00,     0.00,     0.00,     1.00,     5.00,     1.00,    21.51,    16.20,     7.00, 25740.00,     0.00,     0.00,     1.00,     5.00,     1.00,    10.36,    11.92,     7.00, 28271.00,     0.00,     0.00,     1.00,     5.00,     1.00,    12.87,"Montana","2013/14"
"1548","MSO only","Northern Rockies and Plains",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nebraska","2013/14"
"1549","MSO only","West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada","2013/14"
"1550","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire","2013/14"
"1551","MSO only","North East",    50.30,     6.00, 16068.00,     0.00,     0.00,     3.00,     2.00,     1.00,    39.45,    12.81,     6.00, 16068.00,     0.00,     0.00,     3.00,     2.00,     1.00,    30.30,    51.90,     8.00, 13385.00,     0.00,     0.00,     5.00,     2.00,     1.00,    21.71,"New Jersey","2013/14"
"1552","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico","2013/14"
"1553","MSO only","North East",    53.30,    10.00, 17429.00,     0.00,     0.00,     5.00,     4.00,     1.00,    44.46,    17.48,    11.00, 20029.00,     0.00,     0.00,     5.00,     5.00,     1.00,    30.28,    43.18,    12.00, 16833.00,     0.00,     0.00,     6.00,     4.00,     2.00,    27.30,"New York","2013/14"
"1554","MSO only","South East",    30.34,    15.00, 43461.00,     0.00,     0.00,    10.00,     2.00,     3.00,    27.14,    20.45,    15.00, 43461.00,     0.00,     0.00,    10.00,     2.00,     3.00,    11.89,    17.49,    16.00, 69110.00,     0.00,     0.00,    11.00,     2.00,     3.00,    17.40,"North Carolina","2013/14"
"1555","MSO only","Northern Rockies and Plains",    34.94,    25.00,128818.00,     0.00,     0.00,     0.00,    23.00,     2.00,    37.37,    23.96,    25.00,128818.00,     0.00,     0.00,     0.00,    23.00,     2.00,    26.09,    21.97,    30.00,150880.00,     0.00,     0.00,     1.00,    26.00,     3.00,    24.67,"North Dakota","2013/14"
"1556","MSO only","Ohio Valley",    58.98,    10.00, 12213.00,     0.00,     0.00,     8.00,     1.00,     1.00,    43.17,    16.40,    10.00, 12213.00,     0.00,     0.00,     8.00,     1.00,     1.00,    33.10,    52.82,    10.00, 10263.00,     0.00,     0.00,     8.00,     1.00,     1.00,    25.43,"Ohio","2013/14"
"1557","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oklahoma","2013/14"
"1558","MSO only","North West",    31.30,    14.00, 34423.00,     0.00,     0.00,     2.00,     9.00,     3.00,    32.24,    20.41,    14.00, 34423.00,     0.00,     0.00,     2.00,     9.00,     3.00,    19.70,    13.93,    16.00, 45587.00,     0.00,     0.00,     2.00,    11.00,     3.00,    14.19,"Oregon","2013/14"
"1559","MSO only","North East",    55.44,    17.00, 16597.00,     0.00,     0.00,    13.00,     3.00,     1.00,    44.98,    16.19,    18.00, 19197.00,     0.00,     0.00,    13.00,     4.00,     1.00,    30.86,    50.29,    20.00, 15948.00,     0.00,     0.00,    16.00,     3.00,     1.00,    27.62,"Pennsylvania","2013/14"
"1560","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puerto Rico","2013/14"
"1561","MSO only","North East",    35.83,     6.00,    56.00,     0.00,     0.00,     5.00,     0.00,     1.00,    39.10,    11.01,     6.00,    56.00,     0.00,     0.00,     5.00,     0.00,     1.00,     6.87,    27.34,     7.00,   127.00,     0.00,     0.00,     6.00,     0.00,     1.00,    34.11,"Rhode Island","2013/14"
"1562","MSO only","South East",    30.75,     5.00,   958.00,     0.00,     0.00,     4.00,     1.00,     0.00,    32.82,    11.61,     6.00,  3358.00,     0.00,     0.00,     4.00,     2.00,     0.00,    20.00,    28.42,     6.00,   981.00,     0.00,     0.00,     4.00,     1.00,     1.00,    27.52,"South Carolina","2013/14"
"1563","MSO only","Northern Rockies and Plains",    52.62,     7.00, 53688.00,     0.00,     0.00,     1.00,     5.00,     1.00,    30.43,    26.25,     8.00, 58388.00,     0.00,     0.00,     1.00,     6.00,     1.00,    13.63,    39.16,     8.00, 80193.00,     0.00,     0.00,     2.00,     5.00,     1.00,    19.84,"South Dakota","2013/14"
"1564","MSO only","Ohio Valley",    43.62,     5.00,   458.00,     0.00,     0.00,     3.00,     0.00,     2.00,    43.84,    23.11,     5.00,   458.00,     0.00,     0.00,     3.00,     0.00,     2.00,    65.43,    29.23,     5.00,   196.00,     0.00,     0.00,     3.00,     0.00,     2.00,     5.68,"Tennessee","2013/14"
"1565","MSO only","South",    38.67,    19.00,109762.00,     0.00,     0.00,     0.00,    15.00,     4.00,    35.10,    26.21,    20.00,114462.00,     0.00,     0.00,     0.00,    16.00,     4.00,    23.22,    23.35,    19.00,123229.00,     0.00,     0.00,     0.00,    15.00,     4.00,    18.02,"Texas","2013/14"
"1566","MSO only","South West",    39.19,     9.00,  4231.00,     0.00,     0.00,     1.00,     3.00,     5.00,    28.38,    11.15,     9.00,  4231.00,     0.00,     0.00,     1.00,     3.00,     5.00,    15.24,    29.99,    10.00,  9009.00,     0.00,     0.00,     1.00,     4.00,     5.00,    15.73,"Utah","2013/14"
"1567","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont","2013/14"
"1568","MSO only","South East",    33.28,    12.00, 12229.00,     0.00,     0.00,    10.00,     1.00,     1.00,    42.57,     6.88,    12.00, 12229.00,     0.00,     0.00,    10.00,     1.00,     1.00,    33.02,    28.96,    14.00, 10212.00,     0.00,     0.00,    12.00,     1.00,     1.00,    24.78,"Virginia","2013/14"
"1569","MSO only","North West",    31.95,    13.00, 44222.00,     0.00,     0.00,     2.00,     8.00,     3.00,    35.30,    24.62,    13.00, 44222.00,     0.00,     0.00,     2.00,     8.00,     3.00,    25.47,    13.26,    16.00, 73131.00,     0.00,     0.00,     2.00,    11.00,     3.00,    25.74,"Washington","2013/14"
"1570","MSO only","Ohio Valley",    33.35,     6.00,   317.00,     0.00,     0.00,     4.00,     0.00,     2.00,    22.87,     6.84,     6.00,   317.00,     0.00,     0.00,     4.00,     0.00,     2.00,     3.99,    29.23,     6.00,   361.00,     0.00,     0.00,     4.00,     0.00,     2.00,    19.67,"West Virginia","2013/14"
"1571","MSO only","Upper Mid West",    36.62,    19.00, 36058.00,     0.00,     0.00,     4.00,    11.00,     4.00,    32.47,    16.41,    20.00, 36060.00,     0.00,     0.00,     5.00,    11.00,     4.00,    22.47,    28.47,    20.00, 34093.00,     0.00,     0.00,     5.00,    11.00,     4.00,    17.87,"Wisconsin","2013/14"
"1572","MSO only","Northern Rockies and Plains",    36.73,     6.00, 14171.00,     0.00,     0.00,     1.00,     4.00,     1.00,    20.06,    12.99,     6.00, 14171.00,     0.00,     0.00,     1.00,     4.00,     1.00,     9.22,    32.17,     7.00, 20641.00,     0.00,     0.00,     2.00,     4.00,     1.00,    12.03,"Wyoming","2013/14"
"1573","MSO only","South East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama","2014/15"
"1574","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska","2014/15"
"1575","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona","2014/15"
"1576","MSO only","South",    30.76,     6.00,   465.00,     0.00,     0.00,     4.00,     0.00,     2.00,    47.42,    18.47,     6.00,   465.00,     0.00,     0.00,     4.00,     0.00,     2.00,    42.84,    15.97,     6.00,   403.00,     0.00,     0.00,     4.00,     0.00,     2.00,    12.36,"Arkansas","2014/15"
"1577","MSO only","West",    38.66,    67.00,230950.00,     0.00,     0.00,     7.00,    47.00,    13.00,    39.60,    23.20,    71.00,252167.00,     0.00,     0.00,     8.00,    50.00,    13.00,    24.61,    23.07,    75.00,285574.00,     0.00,     0.00,     8.00,    51.00,    16.00,    20.15,"California","2014/15"
"1578","MSO only","South West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    49.30,     5.00, 62137.00,     0.00,     0.00,     3.00,     1.00,     1.00,    16.38,"Colorado","2014/15"
"1579","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connecticut","2014/15"
"1580","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia","2014/15"
"1581","MSO only","North East",    55.43,     6.00, 18260.00,     0.00,     0.00,     3.00,     2.00,     1.00,    61.06,    23.63,     6.00, 18260.00,     0.00,     0.00,     3.00,     2.00,     1.00,    46.61,    43.87,     6.00, 18364.00,     0.00,     0.00,     3.00,     2.00,     1.00,    40.50,"Delaware","2014/15"
"1582","MSO only","South East",    42.94,    13.00, 25324.00,     0.00,     0.00,     3.00,     5.00,     5.00,    55.69,    31.09,    15.00, 33384.00,     0.00,     0.00,     4.00,     6.00,     5.00,    37.42,    26.39,    14.00, 25126.00,     0.00,     0.00,     4.00,     5.00,     5.00,    35.68,"Florida","2014/15"
"1583","MSO only","South East",    43.63,    10.00,  3155.00,     0.00,     0.00,     6.00,     1.00,     3.00,    32.53,    27.13,    10.00,  3155.00,     0.00,     0.00,     6.00,     1.00,     3.00,    22.71,    33.64,    11.00,  2360.00,     0.00,     0.00,     7.00,     1.00,     3.00,    19.63,"Georgia","2014/15"
"1584","MSO only","Noncontiguous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii","2014/15"
"1585","MSO only","North West",    29.32,    14.00, 62864.00,     0.00,     0.00,     0.00,    13.00,     1.00,    27.63,    14.87,    17.00, 84064.00,     0.00,     0.00,     0.00,    16.00,     1.00,    14.95,    17.19,    14.00, 74691.00,     0.00,     0.00,     0.00,    13.00,     1.00,    15.53,"Idaho","2014/15"
"1586","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois","2014/15"
"1587","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana","2014/15"
"1588","MSO only","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iowa","2014/15"
"1589","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas","2014/15"
"1590","MSO only","Ohio Valley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky","2014/15"
"1591","MSO only","South",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana","2014/15"
"1592","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    45.65,     5.00, 18157.00,     0.00,     0.00,     2.00,     2.00,     1.00,    39.93,"Maine","2014/15"
"1593","MSO only","North East",    62.88,     7.00,  9287.00,     0.00,     0.00,     4.00,     1.00,     2.00,    61.22,    14.89,     7.00,  9287.00,     0.00,     0.00,     4.00,     1.00,     2.00,    45.81,    58.93,    10.00,  9664.00,     0.00,     0.00,     7.00,     1.00,     2.00,    41.22,"Maryland","2014/15"
"1594","MSO only","North East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    52.37,     5.00,   356.00,     0.00,     0.00,     3.00,     0.00,     2.00,    20.95,"Massachusetts","2014/15"
"1595","MSO only","Upper Mid West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,    41.85,     5.00,   940.00,     0.00,     0.00,     3.00,     0.00,     2.00,    53.23,"Michigan","2014/15"
